"date";"server";"position";"name";"race";"points"
"2026-01-07";"R7";"84";"Szakal";"SSAK";"97436250"
"2026-01-07";"R7";"85";"NEW0";"ŁAPACZ MYŚLI";"94698624"
"2026-01-07";"R7";"86";"Quba";"SSAK";"93157275"
"2026-01-07";"R7";"87";"Cath";"SSAK";"91638937"
"2026-01-07";"R7";"88";"uriel5";"ŁAPACZ MYŚLI";"91364137"
"2026-01-07";"R7";"89";"zybi";"SSAK";"91026346"
"2026-01-07";"R7";"90";"War_Machine";"WŁADCA ZWIERZĄT";"86860688"
"2026-01-07";"R7";"91";"Gohan";"ŁAPACZ MYŚLI";"85630882"
"2026-01-07";"R7";"92";"jan_krusz";"ŁAPACZ MYŚLI";"80112110"
"2026-01-07";"R7";"93";"Resurrected";"SSAK";"79532714"
"2026-01-07";"R7";"94";"mosquito";"ŁAPACZ MYŚLI";"78709292"
"2026-01-07";"R7";"95";"Joscelin";"POTĘPIONY";"78133907"
"2026-01-07";"R7";"96";"baznik";"ŁAPACZ MYŚLI";"78107702"
"2026-01-07";"R7";"97";"JedzBudyn";"ŁAPACZ MYŚLI";"77363980"
"2026-01-07";"R7";"98";"Canis Majoris";"KULTYSTA";"73460626"
"2026-01-07";"R7";"99";"wspn";"POTĘPIONY";"72949243"
"2026-01-07";"R7";"100";"ozii";"ŁAPACZ MYŚLI";"72823888"
"2026-01-07";"R7";"101";"Jegorek";"KULTYSTA";"72182906"
"2026-01-07";"R7";"102";"Diabliczkaa";"SSAK";"71044245"
"2026-01-07";"R7";"103";"Verbatim";"ŁAPACZ MYŚLI";"70132360"
"2026-01-07";"R7";"104";"cl9vius";"SSAK";"70092174"
"2026-01-07";"R7";"105";"RHood";"WŁADCA ZWIERZĄT";"69174530"
"2026-01-07";"R7";"106";"Frsh";"SSAK";"69131350"
"2026-01-07";"R7";"107";"wdowis";"SSAK";"68761033"
"2026-01-07";"R7";"108";"Rimmin";"SSAK";"67819631"
"2026-01-07";"R7";"109";"Otti";"SSAK";"66197616"
"2026-01-07";"R7";"110";"Abdi_MRCK";"POTĘPIONY";"64924554"
"2026-01-07";"R7";"111";"SirGorash";"ŁAPACZ MYŚLI";"62874253"
"2026-01-07";"R7";"112";"CYD";"SSAK";"61705805"
"2026-01-07";"R7";"113";"ratman";"POTĘPIONY";"61533945"
"2026-01-07";"R7";"114";"Lars";"SSAK";"61122019"
"2026-01-07";"R7";"115";"hiena";"ŁAPACZ MYŚLI";"59184396"
"2026-01-07";"R7";"116";"Triton";"ŁAPACZ MYŚLI";"57433912"
"2026-01-07";"R7";"117";"Huri-Khan";"POTĘPIONY";"57107618"
"2026-01-07";"R7";"118";"Chaos";"SSAK";"54463437"
"2026-01-07";"R7";"119";"Lagertha.The.Queen";"SSAK";"52652562"
"2026-01-07";"R7";"120";"Daemon";"WŁADCA ZWIERZĄT";"50342369"
"2026-01-07";"R7";"121";"puchacz78";"SSAK";"50293431"
"2026-01-07";"R7";"122";"Kademar";"WŁADCA ZWIERZĄT";"49230835"
"2026-01-07";"R7";"123";"Uraninit54";"SSAK";"49127806"
"2026-01-07";"R7";"124";"Vovin";"KULTYSTA";"47003294"
"2026-01-07";"R7";"125";"ERGE";"ŁAPACZ MYŚLI";"44505029"
"2026-01-07";"R7";"126";"fuego";"SSAK";"44317536"
"2026-01-07";"R7";"127";"erge85";"ŁAPACZ MYŚLI";"43647842"
"2026-01-07";"R7";"128";"Selkie";"SSAK";"43501922"
"2026-01-07";"R7";"129";"maxandy";"WŁADCA ZWIERZĄT";"43486568"
"2026-01-07";"R7";"130";"G180N";"SSAK";"41590910"
"2026-01-07";"R7";"131";"Lance";"WŁADCA ZWIERZĄT";"41493606"
"2026-01-07";"R7";"132";"hortas";"POTĘPIONY";"40649537"
"2026-01-07";"R7";"133";"error404_BioX";"WŁADCA ZWIERZĄT";"37803307"
"2026-01-07";"R7";"134";"Andzila";"WŁADCA ZWIERZĄT";"37211308"
"2026-01-07";"R7";"135";"gmarco";"WŁADCA ZWIERZĄT";"36735458"
"2026-01-07";"R7";"136";"Sethraliss";"WŁADCA ZWIERZĄT";"35396424"
"2026-01-07";"R7";"137";"Emila1985";"WŁADCA ZWIERZĄT";"33828536"
"2026-01-07";"R7";"138";"nemo7";"SSAK";"32875959"
"2026-01-07";"R7";"139";"Biskup";"SSAK";"32132742"
"2026-01-07";"R7";"140";"Jurgen";"KULTYSTA";"31712693"
"2026-01-07";"R7";"141";"FROST";"SSAK";"30393921"
"2026-01-07";"R7";"142";"Razor66";"SSAK";"29361215"
"2026-01-07";"R7";"143";"Jutro";"ŁAPACZ MYŚLI";"28184154"
"2026-01-07";"R7";"144";"Damon Salvatore";"SSAK";"28108550"
"2026-01-07";"R7";"145";"Piekielny";"KULTYSTA";"28044082"
"2026-01-07";"R7";"146";"SpartuS";"SSAK";"25518425"
"2026-01-07";"R7";"147";"luka";"POTĘPIONY";"25394071"
"2026-01-07";"R7";"148";"Daimon Frey";"KULTYSTA";"24735181"
"2026-01-07";"R7";"149";"LILITH_DEVLIN";"ŁAPACZ MYŚLI";"24596484"
"2026-01-07";"R7";"150";"kreska";"ŁAPACZ MYŚLI";"22772566"
"2026-01-07";"R7";"151";"Makavelli";"POTĘPIONY";"22282612"
"2026-01-07";"R7";"152";"DonKrzysio";"SSAK";"19268188"
"2026-01-07";"R7";"153";"lu12";"SSAK";"16087801"
"2026-01-07";"R7";"154";"mick666";"SSAK";"15839785"
"2026-01-07";"R7";"155";"Karfin";"POTĘPIONY";"15216009"
"2026-01-07";"R7";"156";"ML2001";"POTĘPIONY";"14805648"
"2026-01-07";"R7";"157";"Thorinos";"SSAK";"14500561"
"2026-01-07";"R7";"158";"Furiosa";"POTĘPIONY";"14114474"
"2026-01-07";"R7";"159";"wilgoo";"SSAK";"13674180"
"2026-01-07";"R7";"160";"nieznany";"WŁADCA ZWIERZĄT";"11435031"
"2026-01-07";"R7";"161";"dziobaldo";"POTĘPIONY";"11349582"
"2026-01-07";"R7";"162";"Agregat";"KULTYSTA";"10350906"
"2026-01-07";"R7";"163";"Crom";"ŁAPACZ MYŚLI";"10267093"
"2026-01-07";"R7";"164";"Zyz1o";"SSAK";"9840504"
"2026-01-07";"R7";"165";"Sprytny";"SSAK";"9501131"
"2026-01-07";"R7";"166";"slowisla1";"POTĘPIONY";"9451423"
"2026-01-07";"R7";"167";"Telefexa";"ŁAPACZ MYŚLI";"8963174"
"2026-01-07";"R7";"168";"zQt";"KULTYSTA";"8851991"
"2026-01-07";"R7";"169";"kokop";"ŁAPACZ MYŚLI";"8273365"
"2026-01-07";"R7";"170";"antyana";"ŁAPACZ MYŚLI";"8158214"
"2026-01-07";"R7";"171";"wh1sky";"SSAK";"7113629"
"2026-01-07";"R7";"172";"isfandijar";"SSAK";"6344666"
"2026-01-07";"R7";"173";"Maverick555";"POTĘPIONY";"6136421"
"2026-01-07";"R7";"174";"LawendowyRycerz";"SSAK";"6073865"
"2026-01-07";"R7";"175";"Asche";"KULTYSTA";"6002636"
"2026-01-07";"R7";"176";"frader";"WŁADCA ZWIERZĄT";"5725329"
"2026-01-07";"R7";"177";"Stefan Salvatore";"SSAK";"5694795"
"2026-01-07";"R7";"178";"Khaydar";"KULTYSTA";"5373804"
"2026-01-07";"R7";"179";"Kurgan";"WŁADCA ZWIERZĄT";"5352987"
"2026-01-07";"R7";"180";"picolo";"WŁADCA ZWIERZĄT";"5162430"
"2026-01-07";"R7";"181";"słabnąca_złotówka";"ŁAPACZ MYŚLI";"5153400"
"2026-01-07";"R7";"182";"ep_kosiarz_odrostów";"SSAK";"4372669"
"2026-01-07";"R7";"183";"ReGaNoo_ItAlIaNoo";"SSAK";"4365990"
"2026-01-07";"R7";"184";"Astaroth666";"ŁAPACZ MYŚLI";"4188522"
"2026-01-07";"R7";"185";"Boombardier";"WŁADCA ZWIERZĄT";"4140219"
"2026-01-07";"R7";"186";"Thunder";"SSAK";"3701235"
"2026-01-07";"R7";"187";"Earisu";"SSAK";"3451520"
"2026-01-07";"R7";"188";"Xalen";"SSAK";"3124136"
"2026-01-07";"R7";"189";"Tenenit";"SSAK";"3121111"
"2026-01-07";"R7";"190";"Syllas";"ŁAPACZ MYŚLI";"2942819"
"2026-01-07";"R7";"191";"SheerGhar";"ŁAPACZ MYŚLI";"2902014"
"2026-01-07";"R7";"192";"Czarny_Rycerz";"ŁAPACZ MYŚLI";"2761983"
"2026-01-07";"R7";"193";"BaskerBill";"WŁADCA ZWIERZĄT";"2709426"
"2026-01-07";"R7";"194";"PretoriaN88";"SSAK";"2666763"
"2026-01-07";"R7";"195";"SALOME43";"ŁAPACZ MYŚLI";"2648257"
"2026-01-07";"R7";"196";"Thibbledorf Pwent";"KULTYSTA";"2587123"
"2026-01-07";"R7";"197";"Piotsze";"KULTYSTA";"2560548"
"2026-01-07";"R7";"198";"Rake";"POTĘPIONY";"2464277"
"2026-01-07";"R7";"199";"fauscik";"ŁAPACZ MYŚLI";"2462266"
"2026-01-07";"R7";"200";"RobertNH";"ŁAPACZ MYŚLI";"2258800"
"2026-01-07";"R14";"1";"pคຖ p໐ຖนrฯ";"ŁAPACZ MYŚLI";"224229472"
"2026-01-07";"R14";"2";"Tuliś";"ŁAPACZ MYŚLI";"222543968"
"2026-01-07";"R14";"3";"Sαɳƚι-Sҽɳραι";"ŁAPACZ MYŚLI";"219717368"
"2026-01-07";"R14";"4";"Ragnar";"ŁAPACZ MYŚLI";"218899861"
"2026-01-07";"R14";"5";"Zord";"ŁAPACZ MYŚLI";"217600259"
"2026-01-07";"R14";"6";"Chycek";"ŁAPACZ MYŚLI";"217592829"
"2026-01-07";"R14";"7";"Drøp Sensem Życia";"ŁAPACZ MYŚLI";"217099589"
"2026-01-07";"R14";"8";"fidel0001";"ŁAPACZ MYŚLI";"216937934"
"2026-01-07";"R14";"9";"MrTomb";"ŁAPACZ MYŚLI";"216048389"
"2026-01-07";"R14";"10";"Kankajawo";"ŁAPACZ MYŚLI";"216018562"
"2026-01-07";"R14";"11";"Kokesz";"ŁAPACZ MYŚLI";"215839099"
"2026-01-07";"R14";"12";"ꜱᴀʟᴇᴍ";"ŁAPACZ MYŚLI";"215802579"
"2026-01-07";"R14";"13";"Oblegard";"ŁAPACZ MYŚLI";"213695654"
"2026-01-07";"R14";"14";"K O S M O S";"ŁAPACZ MYŚLI";"213319330"
"2026-01-07";"R14";"15";"Rosaa";"ŁAPACZ MYŚLI";"212775821"
"2026-01-07";"R14";"16";"Shinok";"ŁAPACZ MYŚLI";"211900894"
"2026-01-07";"R14";"17";"Racuu";"ŁAPACZ MYŚLI";"211853400"
"2026-01-07";"R14";"18";"InForTheKill";"ŁAPACZ MYŚLI";"211802510"
"2026-01-07";"R14";"19";"anioł śmierci";"ŁAPACZ MYŚLI";"210538125"
"2026-01-07";"R14";"20";"Ponczkins_Debesciak";"ŁAPACZ MYŚLI";"210489174"
"2026-01-07";"R14";"21";"D-Wade";"ŁAPACZ MYŚLI";"210228874"
"2026-01-07";"R14";"22";"ѕєzαмєк";"ŁAPACZ MYŚLI";"209251934"
"2026-01-07";"R14";"23";"ToTylkoJa";"ŁAPACZ MYŚLI";"208564327"
"2026-01-07";"R14";"24";"Rui";"ŁAPACZ MYŚLI";"208491832"
"2026-01-07";"R14";"25";"velasca";"ŁAPACZ MYŚLI";"208309599"
"2026-01-07";"R14";"26";"Ramon70";"ŁAPACZ MYŚLI";"208291758"
"2026-01-07";"R14";"27";"Pinkii";"ŁAPACZ MYŚLI";"208023897"
"2026-01-07";"R14";"28";"L U K A";"ŁAPACZ MYŚLI";"207170707"
"2026-01-07";"R14";"29";"firek";"ŁAPACZ MYŚLI";"207149629"
"2026-01-07";"R14";"30";"rodgar66";"ŁAPACZ MYŚLI";"206303488"
"2026-01-07";"R14";"31";"Lacuna";"ŁAPACZ MYŚLI";"205737655"
"2026-01-07";"R14";"32";"ΛMΛПIƬΛ";"ŁAPACZ MYŚLI";"205356176"
"2026-01-07";"R14";"33";"darro";"ŁAPACZ MYŚLI";"205129632"
"2026-01-07";"R14";"34";"KATAF";"ŁAPACZ MYŚLI";"204888303"
"2026-01-07";"R14";"35";"Meblarz";"ŁAPACZ MYŚLI";"204729477"
"2026-01-07";"R14";"36";"SMOG";"ŁAPACZ MYŚLI";"204245132"
"2026-01-07";"R14";"37";"Żelka";"ŁAPACZ MYŚLI";"203315765"
"2026-01-07";"R14";"38";"ℤ ａｆｉｒａ";"ŁAPACZ MYŚLI";"202842621"
"2026-01-07";"R14";"39";"Tygrysek";"ŁAPACZ MYŚLI";"202393726"
"2026-01-07";"R14";"40";"over86";"ŁAPACZ MYŚLI";"202309853"
"2026-01-07";"R14";"41";"Klęcznik Pani Mysi";"ŁAPACZ MYŚLI";"202242944"
"2026-01-07";"R14";"42";"Xavius";"ŁAPACZ MYŚLI";"202201126"
"2026-01-07";"R14";"43";"stejsi";"ŁAPACZ MYŚLI";"201845610"
"2026-01-07";"R14";"44";"STRAD";"ŁAPACZ MYŚLI";"200893362"
"2026-01-07";"R14";"45";"Ojek 007";"ŁAPACZ MYŚLI";"200766072"
"2026-01-07";"R14";"46";"Gadzina";"ŁAPACZ MYŚLI";"200478956"
"2026-01-07";"R14";"47";"Kozik149";"ŁAPACZ MYŚLI";"197270889"
"2026-01-07";"R14";"48";"trecko";"ŁAPACZ MYŚLI";"195902791"
"2026-01-07";"R14";"49";"Levrone";"ŁAPACZ MYŚLI";"194978574"
"2026-01-07";"R14";"50";"Brzydall";"ŁAPACZ MYŚLI";"192318340"
"2026-01-07";"R14";"51";"Ruito";"ŁAPACZ MYŚLI";"191953502"
"2026-01-07";"R14";"52";"The_Grim_Reaper";"ŁAPACZ MYŚLI";"191325769"
"2026-01-07";"R14";"53";"IbisK";"ŁAPACZ MYŚLI";"191026258"
"2026-01-07";"R14";"54";"Tra La La";"ŁAPACZ MYŚLI";"189862665"
"2026-01-07";"R14";"55";"Rebus";"ŁAPACZ MYŚLI";"189457946"
"2026-01-07";"R14";"56";"Drakula";"ŁAPACZ MYŚLI";"187973077"
"2026-01-07";"R14";"57";"pawlik";"ŁAPACZ MYŚLI";"185929352"
"2026-01-07";"R14";"58";"Puchatka";"ŁAPACZ MYŚLI";"185037905"
"2026-01-07";"R14";"59";"GuFi";"ŁAPACZ MYŚLI";"183968040"
"2026-01-07";"R14";"60";"Sztywny Misza";"ŁAPACZ MYŚLI";"183255791"
"2026-01-07";"R14";"61";"kabanos";"ŁAPACZ MYŚLI";"182429914"
"2026-01-07";"R14";"62";"slawek2000";"ŁAPACZ MYŚLI";"178996986"
"2026-01-07";"R14";"63";"Pan Reddemon";"ŁAPACZ MYŚLI";"178100556"
"2026-01-07";"R14";"64";"Killermax";"ŁAPACZ MYŚLI";"177699112"
"2026-01-07";"R14";"65";"ηϵϑκατ";"ŁAPACZ MYŚLI";"176091596"
"2026-01-07";"R14";"66";"Walteer";"ŁAPACZ MYŚLI";"175974827"
"2026-01-07";"R14";"67";"Rodzynki w Serniku";"ŁAPACZ MYŚLI";"175116605"
"2026-01-07";"R14";"68";"King Bruce Franus";"ŁAPACZ MYŚLI";"174093603"
"2026-01-07";"R14";"69";"Defakto";"ŁAPACZ MYŚLI";"172688452"
"2026-01-07";"R14";"70";"Crack";"ŁAPACZ MYŚLI";"169714350"
"2026-01-07";"R14";"71";"pablo308";"ŁAPACZ MYŚLI";"169585393"
"2026-01-07";"R14";"72";"PabloEscobar";"SSAK";"168197570"
"2026-01-07";"R14";"73";"Magia";"ŁAPACZ MYŚLI";"168185360"
"2026-01-07";"R14";"74";"Jenot";"ŁAPACZ MYŚLI";"168156032"
"2026-01-07";"R14";"75";"San Escobar";"ŁAPACZ MYŚLI";"163118790"
"2026-01-07";"R14";"76";"vuko";"ŁAPACZ MYŚLI";"162610867"
"2026-01-07";"R14";"77";"Niezywa";"ŁAPACZ MYŚLI";"162161699"
"2026-01-07";"R14";"78";"Mózgg";"ŁAPACZ MYŚLI";"161594273"
"2026-01-07";"R14";"79";"Vill";"SSAK";"159137859"
"2026-01-07";"R14";"80";"Mathayus";"ŁAPACZ MYŚLI";"158301685"
"2026-01-07";"R14";"81";"Zajzajer";"ŁAPACZ MYŚLI";"152738826"
"2026-01-07";"R14";"82";"TERRAMOTO";"KULTYSTA";"149892940"
"2026-01-07";"R14";"83";"Vader666";"ŁAPACZ MYŚLI";"146601286"
"2026-01-07";"R14";"84";"Camos";"ŁAPACZ MYŚLI";"146366371"
"2026-01-07";"R14";"85";"Cudack";"WŁADCA ZWIERZĄT";"144789481"
"2026-01-07";"R14";"86";"Verkleidung";"ŁAPACZ MYŚLI";"144474275"
"2026-01-07";"R14";"87";"Shaalltear";"ŁAPACZ MYŚLI";"144227373"
"2026-01-07";"R14";"88";"Muad";"SSAK";"144216992"
"2026-01-07";"R14";"89";"Vaedok";"ŁAPACZ MYŚLI";"142885338"
"2026-01-07";"R14";"90";"PucMaster";"ŁAPACZ MYŚLI";"140842821"
"2026-01-07";"R14";"91";"QWERTY_2";"POTĘPIONY";"139050472"
"2026-01-07";"R14";"92";"luxon";"ŁAPACZ MYŚLI";"139034902"
"2026-01-07";"R14";"93";"carbon";"SSAK";"139018809"
"2026-01-07";"R14";"94";"MasterMind88";"SSAK";"137204890"
"2026-01-07";"R14";"95";"Stadar";"ŁAPACZ MYŚLI";"137178054"
"2026-01-07";"R14";"96";"Monstrazja";"WŁADCA ZWIERZĄT";"135357882"
"2026-01-07";"R14";"97";"Bossy";"KULTYSTA";"134847806"
"2026-01-07";"R14";"98";"lucky_boy";"SSAK";"134118020"
"2026-01-07";"R14";"99";"eto Boss";"SSAK";"129959868"
"2026-01-07";"R14";"100";"Blasfemia";"SSAK";"128442808"
"2026-01-07";"R14";"101";"Jeanette Voerman";"ŁAPACZ MYŚLI";"127631712"
"2026-01-07";"R14";"102";"Rockers";"ŁAPACZ MYŚLI";"126107659"
"2026-01-07";"R14";"103";"Kikuczijo";"SSAK";"126040408"
"2026-01-07";"R14";"104";"Redav";"WŁADCA ZWIERZĄT";"125752115"
"2026-01-07";"R14";"105";"Wiewiórka";"SSAK";"125398008"
"2026-01-07";"R14";"106";"Misiek-09";"POTĘPIONY";"125302150"
"2026-01-07";"R14";"107";"Cruzado";"ŁAPACZ MYŚLI";"125115838"
"2026-01-07";"R14";"108";"Pan ʷᶦᵉˡᵉᵇⁿʸ";"WŁADCA ZWIERZĄT";"124470815"
"2026-01-07";"R14";"109";"Arshem";"WŁADCA ZWIERZĄT";"123914360"
"2026-01-07";"R14";"110";"Electric Wizard";"ŁAPACZ MYŚLI";"123752533"
"2026-01-07";"R14";"111";"xAssasynx";"POTĘPIONY";"122676945"
"2026-01-07";"R14";"112";"pixel";"POTĘPIONY";"121694942"
"2026-01-07";"R14";"113";"Galvarino";"SSAK";"121370277"
"2026-01-07";"R14";"114";"Marcus1983";"SSAK";"120297727"
"2026-01-07";"R14";"115";"Żelusia";"ŁAPACZ MYŚLI";"119804866"
"2026-01-07";"R14";"116";"VIRION";"ŁAPACZ MYŚLI";"119188078"
"2026-01-07";"R14";"117";"Black Lotus";"SSAK";"118147859"
"2026-01-07";"R14";"118";"Insanity";"ŁAPACZ MYŚLI";"117090233"
"2026-01-07";"R14";"119";"Pan Komurek";"ŁAPACZ MYŚLI";"116917788"
"2026-01-07";"R14";"120";"Benkart";"ŁAPACZ MYŚLI";"113708060"
"2026-01-07";"R14";"121";"Parkietowa";"SSAK";"112783480"
"2026-01-07";"R14";"122";"Great";"SSAK";"112407938"
"2026-01-07";"R14";"123";"Twój Stary";"POTĘPIONY";"111843700"
"2026-01-07";"R14";"124";"barbarian";"POTĘPIONY";"110909630"
"2026-01-07";"R14";"125";"ZeitX";"SSAK";"109510874"
"2026-01-07";"R14";"126";"Ꮵⅇɭɭ๐๐๐ɫ";"ŁAPACZ MYŚLI";"109080462"
"2026-01-07";"R14";"127";"pkp";"ŁAPACZ MYŚLI";"108276290"
"2026-01-07";"R14";"128";"GRZMUCISLAW";"SSAK";"107255655"
"2026-01-07";"R14";"129";"Devlin";"ŁAPACZ MYŚLI";"106167178"
"2026-01-07";"R14";"130";"Model";"ŁAPACZ MYŚLI";"104236995"
"2026-01-07";"R14";"131";"Xargo";"ŁAPACZ MYŚLI";"103726417"
"2026-01-07";"R14";"132";"galanonim";"SSAK";"102374298"
"2026-01-07";"R14";"133";"Spartacus";"ŁAPACZ MYŚLI";"96296684"
"2026-01-07";"R14";"134";"PszeNik";"POTĘPIONY";"95624965"
"2026-01-07";"R14";"135";"Miguś";"SSAK";"95514740"
"2026-01-07";"R14";"136";"Skun";"WŁADCA ZWIERZĄT";"95167918"
"2026-01-07";"R14";"137";"beblok";"ŁAPACZ MYŚLI";"94372271"
"2026-01-07";"R14";"138";"Baniok";"KULTYSTA";"91229798"
"2026-01-07";"R14";"139";"gigu";"SSAK";"86844590"
"2026-01-07";"R14";"140";"Eilif77";"SSAK";"84127306"
"2026-01-07";"R14";"141";"Cacan";"SSAK";"82877888"
"2026-01-07";"R14";"142";"Choi";"ŁAPACZ MYŚLI";"82263977"
"2026-01-07";"R14";"143";"Hyperion";"WŁADCA ZWIERZĄT";"76543529"
"2026-01-07";"R14";"144";"Tsu";"ŁAPACZ MYŚLI";"75707976"
"2026-01-07";"R14";"145";"bza";"ŁAPACZ MYŚLI";"74997396"
"2026-01-07";"R14";"146";"adams";"WŁADCA ZWIERZĄT";"74199281"
"2026-01-07";"R14";"147";"Dragomira";"SSAK";"74196040"
"2026-01-07";"R14";"148";"Grimm";"SSAK";"71239381"
"2026-01-07";"R14";"149";"złomek";"WŁADCA ZWIERZĄT";"70509346"
"2026-01-07";"R14";"150";"Sandro";"ŁAPACZ MYŚLI";"70440922"
"2026-01-07";"R14";"151";"Enceladus";"SSAK";"70288584"
"2026-01-07";"R14";"152";"Citek";"ŁAPACZ MYŚLI";"70265822"
"2026-01-07";"R14";"153";"FortySeeker";"ŁAPACZ MYŚLI";"69577259"
"2026-01-07";"R14";"154";"Przemo";"ŁAPACZ MYŚLI";"68824833"
"2026-01-07";"R14";"155";"Wais77";"WŁADCA ZWIERZĄT";"68395686"
"2026-01-07";"R14";"156";"Clover";"POTĘPIONY";"67860320"
"2026-01-07";"R14";"157";"wampik-dropik";"ŁAPACZ MYŚLI";"67803832"
"2026-01-07";"R14";"158";"LastOne";"ŁAPACZ MYŚLI";"66887621"
"2026-01-07";"R14";"159";"Glowass";"ŁAPACZ MYŚLI";"65409540"
"2026-01-07";"R14";"160";"odom";"WŁADCA ZWIERZĄT";"64998914"
"2026-01-07";"R14";"161";"Jester";"SSAK";"63750131"
"2026-01-07";"R14";"162";"zuzia";"SSAK";"63503128"
"2026-01-07";"R14";"163";"Tohal";"ŁAPACZ MYŚLI";"62176117"
"2026-01-07";"R14";"164";"Silesian";"SSAK";"61658879"
"2026-01-07";"R14";"165";"Liver";"ŁAPACZ MYŚLI";"59240764"
"2026-01-07";"R14";"166";"Bad";"SSAK";"59204705"
"2026-01-07";"R14";"167";"Figo";"ŁAPACZ MYŚLI";"58987821"
"2026-01-07";"R14";"168";"Sujatus";"SSAK";"57698599"
"2026-01-07";"R14";"169";"YaLuz";"SSAK";"57538566"
"2026-01-07";"R14";"170";"Lopezzo";"SSAK";"56336248"
"2026-01-07";"R14";"171";"H E R O";"SSAK";"55578977"
"2026-01-07";"R14";"172";"Nefthis";"ŁAPACZ MYŚLI";"54991923"
"2026-01-07";"R14";"173";"Cyngiel";"ŁAPACZ MYŚLI";"54926483"
"2026-01-07";"R14";"174";"ivi1987";"POTĘPIONY";"54188318"
"2026-01-07";"R14";"175";"Marqus";"SSAK";"54165114"
"2026-01-07";"R14";"176";"Yogi";"POTĘPIONY";"53135992"
"2026-01-07";"R14";"177";"Pan O K R U S Z E K";"SSAK";"52266853"
"2026-01-07";"R14";"178";"qqrydza121";"SSAK";"51767438"
"2026-01-07";"R14";"179";"Amnezja";"ŁAPACZ MYŚLI";"50935782"
"2026-01-07";"R14";"180";"Skip";"SSAK";"49661521"
"2026-01-07";"R14";"181";"Sztych";"KULTYSTA";"49362745"
"2026-01-07";"R14";"182";"Rhealund";"SSAK";"47907632"
"2026-01-07";"R14";"183";"Anonimowy";"SSAK";"47336711"
"2026-01-07";"R14";"184";"Zylarion";"ŁAPACZ MYŚLI";"47053340"
"2026-01-07";"R14";"185";"ThingXx";"ŁAPACZ MYŚLI";"47036966"
"2026-01-07";"R14";"186";"Klos3k";"ŁAPACZ MYŚLI";"46995392"
"2026-01-07";"R14";"187";"gregor sunday";"SSAK";"44564146"
"2026-01-07";"R14";"188";"Przechrzta";"ŁAPACZ MYŚLI";"42121416"
"2026-01-07";"R14";"189";"BARWOJ";"SSAK";"41917400"
"2026-01-07";"R14";"190";"Bastard Rycerski";"SSAK";"41531585"
"2026-01-07";"R14";"191";"HurryUp";"SSAK";"41465407"
"2026-01-07";"R14";"192";"MEGA Radio";"ŁAPACZ MYŚLI";"40862281"
"2026-01-07";"R14";"193";"Sathis";"ŁAPACZ MYŚLI";"40402580"
"2026-01-07";"R14";"194";"piastowski browar";"KULTYSTA";"40397421"
"2026-01-07";"R14";"195";"megalla";"POTĘPIONY";"40169450"
"2026-01-07";"R14";"196";"Tharkun";"ŁAPACZ MYŚLI";"39310523"
"2026-01-07";"R14";"197";"sn0ke";"SSAK";"39073465"
"2026-01-07";"R14";"198";"Mors TuaVita Mea";"POTĘPIONY";"38910131"
"2026-01-07";"R14";"199";"Razor66";"SSAK";"38484623"
"2026-01-07";"R14";"200";"mac";"WŁADCA ZWIERZĄT";"38305243"
"2026-01-08";"R1";"1";"Lucius";"CAPTEUR D’ESPRIT";"145053673"
"2026-01-08";"R1";"2";"VashTheStampede";"CAPTEUR D’ESPRIT";"144304592"
"2026-01-08";"R1";"3";"vip";"ABSORBEUR";"131444639"
"2026-01-08";"R1";"4";"filou";"ABSORBEUR";"125032344"
"2026-01-08";"R1";"5";"LoPHH";"ABSORBEUR";"117508327"
"2026-01-08";"R1";"6";"Bouloche";"DAMNÉ";"107692253"
"2026-01-08";"R1";"7";"Hyeud";"CAPTEUR D’ESPRIT";"88529050"
"2026-01-08";"R1";"8";"Gros_Pixel";"SEIGNEUR DES BÊTES";"82665126"
"2026-01-08";"R1";"9";"Atomisorix";"ABSORBEUR";"82261483"
"2026-01-08";"R1";"10";"Yanoss";"CAPTEUR D’ESPRIT";"74037824"
"2026-01-08";"R1";"11";"Longdubout";"SEIGNEUR DES BÊTES";"73773558"
"2026-01-08";"R1";"12";"Venom66";"ABSORBEUR";"73168638"
"2026-01-08";"R1";"13";"Lillith";"CAPTEUR D’ESPRIT";"72011938"
"2026-01-08";"R1";"14";"Dunkelheit";"ABSORBEUR";"69432589"
"2026-01-08";"R1";"15";"drakull";"DAMNÉ";"69062946"
"2026-01-08";"R1";"16";"end_die";"CAPTEUR D’ESPRIT";"68755901"
"2026-01-08";"R1";"17";"K3K";"CULTISTE";"68179721"
"2026-01-08";"R1";"18";"Hitsu";"CAPTEUR D’ESPRIT";"65527009"
"2026-01-08";"R1";"19";"TINOU66";"DAMNÉ";"61956764"
"2026-01-08";"R1";"20";"Bfs";"CULTISTE";"58415288"
"2026-01-08";"R1";"21";"Ootsie";"DAMNÉ";"51529885"
"2026-01-08";"R1";"22";"Lucien";"ABSORBEUR";"49028215"
"2026-01-08";"R1";"23";"Zora la mousse";"ABSORBEUR";"48712049"
"2026-01-08";"R1";"24";"Polla";"DAMNÉ";"48691459"
"2026-01-08";"R1";"25";"Gozer";"CULTISTE";"46752993"
"2026-01-08";"R1";"26";"jbstar44";"CAPTEUR D’ESPRIT";"44176158"
"2026-01-08";"R1";"27";"himmortelle";"CAPTEUR D’ESPRIT";"43954803"
