"date";"server";"position";"name";"race";"points"
"2026-01-02";"R4";"156";"Balthazar Picsou";"ABSORBEUR";"354341"
"2026-01-02";"R4";"157";"vampirik";"DAMNÉ";"342639"
"2026-01-02";"R4";"158";"DRACULA";"CULTISTE";"338926"
"2026-01-02";"R4";"159";"Angeli.Daemones";"SEIGNEUR DES BÊTES";"336452"
"2026-01-02";"R4";"160";"Zaphod Beebelbrox";"ABSORBEUR";"332345"
"2026-01-02";"R4";"161";"daminown le russe";"DAMNÉ";"330647"
"2026-01-02";"R4";"162";"муℓèηєƒαямєя";"ABSORBEUR";"322448"
"2026-01-02";"R4";"163";"Quentinus";"ABSORBEUR";"302760"
"2026-01-02";"R4";"164";"ashy slashy";"ABSORBEUR";"297856"
"2026-01-02";"R4";"165";"pequelet";"ABSORBEUR";"287607"
"2026-01-02";"R4";"166";"Touka";"CAPTEUR D’ESPRIT";"286592"
"2026-01-02";"R4";"167";"LUIGI";"SEIGNEUR DES BÊTES";"268349"
"2026-01-02";"R4";"168";"bernadette";"DAMNÉ";"266937"
"2026-01-02";"R4";"169";"alicia";"ABSORBEUR";"263421"
"2026-01-02";"R4";"170";"shun";"CAPTEUR D’ESPRIT";"255528"
"2026-01-02";"R4";"171";"CHILENZO";"DAMNÉ";"254927"
"2026-01-02";"R4";"172";"Xovalox";"DAMNÉ";"246110"
"2026-01-02";"R4";"173";"Ohian";"DAMNÉ";"241465"
"2026-01-02";"R4";"174";"WIKiKi";"DAMNÉ";"234290"
"2026-01-02";"R4";"175";"sanglior";"CAPTEUR D’ESPRIT";"227289"
"2026-01-02";"R4";"176";"Kurumu";"SEIGNEUR DES BÊTES";"226839"
"2026-01-02";"R4";"177";"farza";"ABSORBEUR";"226445"
"2026-01-02";"R4";"178";"Guiche";"ABSORBEUR";"216539"
"2026-01-02";"R4";"179";"Eollus";"DAMNÉ";"206647"
"2026-01-02";"R4";"180";"bichettem";"CULTISTE";"203929"
"2026-01-02";"R4";"181";"Hawk";"CULTISTE";"202001"
"2026-01-02";"R4";"182";"michou";"ABSORBEUR";"184797"
"2026-01-02";"R4";"183";"Valkyrie";"ABSORBEUR";"172047"
"2026-01-02";"R4";"184";"twilight79";"DAMNÉ";"165635"
"2026-01-02";"R4";"185";"Abraracourstik";"ABSORBEUR";"159304"
"2026-01-02";"R4";"186";"Ras Al Ghul";"ABSORBEUR";"154912"
"2026-01-02";"R4";"187";"pepere";"CULTISTE";"151138"
"2026-01-02";"R4";"188";"ShadowWave";"CAPTEUR D’ESPRIT";"148576"
"2026-01-02";"R4";"189";"Akira";"CAPTEUR D’ESPRIT";"142162"
"2026-01-02";"R4";"190";"Asta Black Bull";"DAMNÉ";"140695"
"2026-01-02";"R4";"191";"Kaiidu";"CULTISTE";"140125"
"2026-01-02";"R4";"192";"petitelfe";"CULTISTE";"135756"
"2026-01-02";"R4";"193";"Dame Corza";"DAMNÉ";"134795"
"2026-01-02";"R4";"194";"annthie";"ABSORBEUR";"130566"
"2026-01-02";"R4";"195";"sylvanas coursevent";"ABSORBEUR";"128757"
"2026-01-02";"R4";"196";"BOSWER38";"DAMNÉ";"126810"
"2026-01-02";"R4";"197";"Ironblood";"ABSORBEUR";"126115"
"2026-01-02";"R4";"198";"Eliana de Backshaan";"CAPTEUR D’ESPRIT";"122713"
"2026-01-02";"R4";"199";"Tulegorn";"CULTISTE";"122571"
"2026-01-02";"R4";"200";"Arnita";"ABSORBEUR";"121551"
"2026-01-02";"R3";"1";"Mata Hari";"ŁAPACZ MYŚLI";"220994234"
"2026-01-02";"R3";"2";"FaZiR";"ŁAPACZ MYŚLI";"220794278"
"2026-01-02";"R3";"3";"Cavalorn";"ŁAPACZ MYŚLI";"218046307"
"2026-01-02";"R3";"4";"TeddyPicker";"ŁAPACZ MYŚLI";"211040884"
"2026-01-02";"R3";"5";"Freya";"ŁAPACZ MYŚLI";"207697803"
"2026-01-02";"R3";"6";"Pavelski";"ŁAPACZ MYŚLI";"207634115"
"2026-01-02";"R3";"7";"Piwowar";"ŁAPACZ MYŚLI";"207294563"
"2026-01-02";"R3";"8";"mama";"ŁAPACZ MYŚLI";"204078031"
"2026-01-02";"R3";"9";"Misia taki Słodziak";"ŁAPACZ MYŚLI";"202275483"
"2026-01-02";"R3";"10";"ukulele";"ŁAPACZ MYŚLI";"202078674"
"2026-01-02";"R3";"11";"czapka";"ŁAPACZ MYŚLI";"201533090"
"2026-01-02";"R3";"12";"Meren_re";"ŁAPACZ MYŚLI";"200724630"
"2026-01-02";"R3";"13";"Mystic Gohan";"ŁAPACZ MYŚLI";"199606927"
"2026-01-02";"R3";"14";"Caryca Katarzyna";"ŁAPACZ MYŚLI";"196219608"
"2026-01-02";"R3";"15";"Outsider";"ŁAPACZ MYŚLI";"194890248"
"2026-01-02";"R3";"16";"P0rnStar";"ŁAPACZ MYŚLI";"193332847"
"2026-01-02";"R3";"17";"ShadowWhoWalks";"ŁAPACZ MYŚLI";"190840516"
"2026-01-02";"R3";"18";"Tomex";"ŁAPACZ MYŚLI";"190667137"
"2026-01-02";"R3";"19";"Pożeracz Dusz II";"ŁAPACZ MYŚLI";"188244696"
"2026-01-02";"R3";"20";"Derta";"ŁAPACZ MYŚLI";"185817865"
"2026-01-02";"R3";"21";"Pożeracz Dusz I";"ŁAPACZ MYŚLI";"185477029"
"2026-01-02";"R3";"22";"Polu";"ŁAPACZ MYŚLI";"184557152"
"2026-01-02";"R3";"23";"Pelor";"ŁAPACZ MYŚLI";"184542766"
"2026-01-02";"R3";"24";"Kmiotek Parchaty";"SSAK";"182066312"
"2026-01-02";"R3";"25";"Velon";"ŁAPACZ MYŚLI";"181339856"
"2026-01-02";"R3";"26";"Dracko";"ŁAPACZ MYŚLI";"178603769"
"2026-01-02";"R3";"27";"Vadlez";"ŁAPACZ MYŚLI";"178489282"
"2026-01-02";"R3";"28";"Szybka_rączka";"ŁAPACZ MYŚLI";"178301185"
"2026-01-02";"R3";"29";"vego1";"ŁAPACZ MYŚLI";"175572352"
"2026-01-02";"R3";"30";"smiechu";"ŁAPACZ MYŚLI";"175344453"
"2026-01-02";"R3";"31";"Omerta";"WŁADCA ZWIERZĄT";"170783154"
"2026-01-02";"R3";"32";"SunnivaLind";"ŁAPACZ MYŚLI";"170016180"
"2026-01-02";"R3";"33";"DARMEN";"ŁAPACZ MYŚLI";"169500080"
"2026-01-02";"R3";"34";"BANSHEE";"ŁAPACZ MYŚLI";"168882330"
"2026-01-02";"R3";"35";"makbet";"ŁAPACZ MYŚLI";"168360068"
"2026-01-02";"R3";"36";"Strus Pedzibimber";"ŁAPACZ MYŚLI";"166718312"
"2026-01-02";"R3";"37";"papiboss";"ŁAPACZ MYŚLI";"165448515"
"2026-01-02";"R3";"38";"KRUKUS";"ŁAPACZ MYŚLI";"164672579"
"2026-01-02";"R3";"39";"verno";"ŁAPACZ MYŚLI";"164624130"
"2026-01-02";"R3";"40";"KILLING_MACHINE";"ŁAPACZ MYŚLI";"164416078"
"2026-01-02";"R3";"41";"pande-monium";"ŁAPACZ MYŚLI";"164153321"
"2026-01-02";"R3";"42";"Racuu";"ŁAPACZ MYŚLI";"163034022"
"2026-01-02";"R3";"43";"kropka nienawiści";"SSAK";"162538748"
"2026-01-02";"R3";"44";"Spirit";"SSAK";"162367465"
"2026-01-02";"R3";"45";"Tommy";"ŁAPACZ MYŚLI";"156838053"
"2026-01-02";"R3";"46";"Grim Reaper";"ŁAPACZ MYŚLI";"148936006"
"2026-01-02";"R3";"47";"SK1964";"POTĘPIONY";"144799828"
"2026-01-02";"R3";"48";"norfilus";"POTĘPIONY";"142869114"
"2026-01-02";"R3";"49";"Feles Malefica";"SSAK";"137588151"
"2026-01-02";"R3";"50";"Placebo";"ŁAPACZ MYŚLI";"136312059"
"2026-01-02";"R3";"51";"Marco42";"ŁAPACZ MYŚLI";"135565578"
"2026-01-02";"R3";"52";"Marco52";"ŁAPACZ MYŚLI";"135455310"
"2026-01-02";"R3";"53";"voodoo";"POTĘPIONY";"135012297"
"2026-01-02";"R3";"54";"mimus93";"ŁAPACZ MYŚLI";"133901764"
"2026-01-02";"R3";"55";"ratur";"ŁAPACZ MYŚLI";"133179527"
"2026-01-02";"R3";"56";"Gruszka Halina";"KULTYSTA";"128749015"
"2026-01-02";"R3";"57";"sluga_baala";"POTĘPIONY";"123020470"
"2026-01-02";"R3";"58";"atropos";"WŁADCA ZWIERZĄT";"122664716"
"2026-01-02";"R3";"59";"Tybi";"ŁAPACZ MYŚLI";"119620790"
"2026-01-02";"R3";"60";"M A R O";"POTĘPIONY";"117046569"
"2026-01-02";"R3";"61";"rEith";"POTĘPIONY";"115142000"
"2026-01-02";"R3";"62";"MrRadzio";"POTĘPIONY";"112967180"
"2026-01-02";"R3";"63";"Vill";"POTĘPIONY";"112698010"
"2026-01-02";"R3";"64";"Belkirst";"ŁAPACZ MYŚLI";"111325720"
"2026-01-02";"R3";"65";"Leonidass";"ŁAPACZ MYŚLI";"110935798"
"2026-01-02";"R3";"66";"DiAM";"ŁAPACZ MYŚLI";"110824906"
"2026-01-02";"R3";"67";"bizon";"ŁAPACZ MYŚLI";"110525922"
"2026-01-02";"R3";"68";"corny1";"SSAK";"110376660"
"2026-01-02";"R3";"69";"Parciany Krępulec";"ŁAPACZ MYŚLI";"109980593"
"2026-01-02";"R3";"70";"Jasper3";"ŁAPACZ MYŚLI";"109849243"
"2026-01-02";"R3";"71";"Seiran";"SSAK";"109252612"
"2026-01-02";"R3";"72";"Camorra";"KULTYSTA";"104774844"
"2026-01-02";"R3";"73";"FideLis";"KULTYSTA";"103220954"
"2026-01-02";"R3";"74";"Cilivio";"SSAK";"101362066"
"2026-01-02";"R3";"75";"Ramirez";"ŁAPACZ MYŚLI";"100883623"
"2026-01-02";"R3";"76";"HONDA";"ŁAPACZ MYŚLI";"99274438"
"2026-01-02";"R3";"77";"Nie Uri tylko Snoop";"ŁAPACZ MYŚLI";"99178093"
"2026-01-02";"R3";"78";"Ziom z szubienicy";"ŁAPACZ MYŚLI";"97097551"
"2026-01-02";"R3";"79";"Amareje";"ŁAPACZ MYŚLI";"96535766"
"2026-01-02";"R3";"80";"LUNA";"ŁAPACZ MYŚLI";"96396731"
"2026-01-02";"R3";"81";"jbahomet";"ŁAPACZ MYŚLI";"96390851"
"2026-01-02";"R3";"82";"GirlIn";"POTĘPIONY";"96250079"
"2026-01-02";"R3";"83";"DooM";"ŁAPACZ MYŚLI";"96071869"
"2026-01-02";"R3";"84";"ALTAK";"WŁADCA ZWIERZĄT";"95717073"
"2026-01-02";"R3";"85";"Seth";"ŁAPACZ MYŚLI";"95025242"
"2026-01-02";"R3";"86";"TALBOT";"POTĘPIONY";"94922598"
"2026-01-02";"R3";"87";"ASH";"KULTYSTA";"93939403"
"2026-01-02";"R3";"88";"Silent Hill FWP";"ŁAPACZ MYŚLI";"92061174"
"2026-01-02";"R3";"89";"Canibalia";"ŁAPACZ MYŚLI";"91891556"
"2026-01-02";"R3";"90";"Pan Uri";"SSAK";"90748110"
"2026-01-02";"R3";"91";"kierki";"ŁAPACZ MYŚLI";"90323261"
"2026-01-02";"R3";"92";"Wojtal";"SSAK";"89867745"
"2026-01-02";"R3";"93";"Xr15-yV";"WŁADCA ZWIERZĄT";"89757341"
"2026-01-02";"R3";"94";"Bartt";"KULTYSTA";"88631285"
"2026-01-02";"R3";"95";"tttomcio";"SSAK";"88604452"
"2026-01-02";"R3";"96";"kris 37";"ŁAPACZ MYŚLI";"88214245"
"2026-01-02";"R3";"97";"WeNdIgO";"POTĘPIONY";"87704070"
"2026-01-02";"R3";"98";"Pożeracz Dusz VI";"ŁAPACZ MYŚLI";"87305273"
"2026-01-02";"R3";"99";"tttomcio42";"KULTYSTA";"86191691"
"2026-01-02";"R3";"100";"massac";"ŁAPACZ MYŚLI";"85972620"
"2026-01-02";"R3";"101";"DAQARO";"ŁAPACZ MYŚLI";"85899374"
"2026-01-02";"R3";"102";"TRaiNe";"SSAK";"84464124"
"2026-01-02";"R3";"103";"dario_g";"KULTYSTA";"83673060"
"2026-01-02";"R3";"104";"redmaestro";"SSAK";"80940414"
"2026-01-02";"R3";"105";"Chikushōdō";"ŁAPACZ MYŚLI";"80456248"
"2026-01-02";"R3";"106";"Ilhantius";"SSAK";"79352091"
"2026-01-02";"R3";"107";"amaimoon";"KULTYSTA";"78920005"
"2026-01-02";"R3";"108";"Czopek ORG";"SSAK";"78535419"
"2026-01-02";"R3";"109";"reptun";"ŁAPACZ MYŚLI";"78247024"
"2026-01-02";"R3";"110";"pingwin";"POTĘPIONY";"76932983"
"2026-01-02";"R3";"111";"Plastelina";"SSAK";"76363736"
"2026-01-02";"R3";"112";"Norther";"WŁADCA ZWIERZĄT";"75774096"
"2026-01-02";"R3";"113";"sanczez";"SSAK";"71298720"
"2026-01-02";"R3";"114";"OGROSLAW";"ŁAPACZ MYŚLI";"70619125"
"2026-01-02";"R3";"115";"SunNex";"ŁAPACZ MYŚLI";"69332343"
"2026-01-02";"R3";"116";"OWCAAREK";"KULTYSTA";"69220518"
"2026-01-02";"R3";"117";"ASASYN";"POTĘPIONY";"69023466"
"2026-01-02";"R3";"118";"Tałron";"ŁAPACZ MYŚLI";"66611190"
"2026-01-02";"R3";"119";"obesraniec";"ŁAPACZ MYŚLI";"65808181"
"2026-01-02";"R3";"120";"drakue";"SSAK";"62382462"
"2026-01-02";"R3";"121";"Mania_2";"SSAK";"60756986"
"2026-01-02";"R3";"122";"Bob Budowniczy";"ŁAPACZ MYŚLI";"60463857"
"2026-01-02";"R3";"123";"Astral";"KULTYSTA";"57749494"
"2026-01-02";"R3";"124";"Madderdin";"ŁAPACZ MYŚLI";"57650402"
"2026-01-02";"R3";"125";"Scooby Doo";"SSAK";"57479188"
"2026-01-02";"R3";"126";"LaCIeK";"SSAK";"55672601"
"2026-01-02";"R3";"127";"kitraszka";"KULTYSTA";"52314416"
"2026-01-02";"R3";"128";"bloodark";"ŁAPACZ MYŚLI";"52018824"
"2026-01-02";"R3";"129";"Truskawetta";"ŁAPACZ MYŚLI";"51007442"
"2026-01-02";"R3";"130";"Tuna";"WŁADCA ZWIERZĄT";"50168872"
"2026-01-02";"R3";"131";"HHornet";"WŁADCA ZWIERZĄT";"49887064"
"2026-01-02";"R3";"132";"KYSIO";"SSAK";"49424124"
"2026-01-02";"R3";"133";"BANIT";"SSAK";"48990922"
"2026-01-02";"R3";"134";"GRINGO";"SSAK";"48613546"
"2026-01-02";"R3";"135";"Gines";"SSAK";"48535911"
"2026-01-02";"R3";"136";"Pajzi";"KULTYSTA";"48399890"
"2026-01-02";"R3";"137";"neXtBD";"SSAK";"47734478"
"2026-01-02";"R3";"138";"Yamir";"SSAK";"47671344"
"2026-01-02";"R3";"139";"Shakin";"SSAK";"47220343"
"2026-01-02";"R3";"140";"Warwind";"POTĘPIONY";"47151458"
"2026-01-02";"R3";"141";"kirek";"POTĘPIONY";"46921666"
"2026-01-02";"R3";"142";"MEFREIZAN";"ŁAPACZ MYŚLI";"46321476"
"2026-01-02";"R3";"143";"SnowOwl";"KULTYSTA";"46049722"
"2026-01-02";"R3";"144";"STING";"POTĘPIONY";"45975595"
"2026-01-02";"R3";"145";"Sm0k";"SSAK";"45841799"
"2026-01-02";"R3";"146";"Kalipso";"ŁAPACZ MYŚLI";"43047160"
"2026-01-02";"R3";"147";"ηεqkat";"ŁAPACZ MYŚLI";"42902468"
"2026-01-02";"R3";"148";"BULTERIER";"WŁADCA ZWIERZĄT";"42708925"
"2026-01-02";"R3";"149";"Kriss";"KULTYSTA";"42309465"
"2026-01-02";"R3";"150";"Chirrut";"SSAK";"41541965"
"2026-01-02";"R3";"151";"Rumpelstiltskin";"WŁADCA ZWIERZĄT";"41402769"
"2026-01-02";"R3";"152";"kuczek";"KULTYSTA";"41109778"
"2026-01-02";"R3";"153";"Vokial";"ŁAPACZ MYŚLI";"36600933"
"2026-01-02";"R3";"154";"DOKTOR";"SSAK";"31971533"
"2026-01-02";"R3";"155";"Gibson";"ŁAPACZ MYŚLI";"30806725"
"2026-01-02";"R3";"156";"Landi";"KULTYSTA";"28311635"
"2026-01-02";"R3";"157";"SpartakuS";"SSAK";"27747381"
"2026-01-02";"R3";"158";"adagio";"POTĘPIONY";"25468472"
"2026-01-02";"R3";"159";"Bergkamp87";"ŁAPACZ MYŚLI";"25253445"
"2026-01-02";"R3";"160";"Baharroth";"ŁAPACZ MYŚLI";"24513008"
"2026-01-02";"R3";"161";"Destrukcja";"ŁAPACZ MYŚLI";"23304019"
"2026-01-02";"R3";"162";"Umberto";"KULTYSTA";"22875036"
"2026-01-02";"R3";"163";"Tytus de Zoo";"POTĘPIONY";"22417203"
"2026-01-02";"R3";"164";"Jarrus";"ŁAPACZ MYŚLI";"21970381"
"2026-01-02";"R3";"165";"Last";"ŁAPACZ MYŚLI";"21692323"
"2026-01-02";"R3";"166";"laura2";"KULTYSTA";"21547075"
"2026-01-02";"R3";"167";"Faryzeusz";"SSAK";"21087510"
"2026-01-02";"R3";"168";"M a n i a";"SSAK";"20591714"
"2026-01-02";"R3";"169";"Futerek";"WŁADCA ZWIERZĄT";"20236040"
"2026-01-02";"R3";"170";"ryuk";"WŁADCA ZWIERZĄT";"19841230"
"2026-01-02";"R3";"171";"ludwiczek84";"POTĘPIONY";"19586382"
"2026-01-02";"R3";"172";"KtoToTaki";"WŁADCA ZWIERZĄT";"19349447"
"2026-01-02";"R3";"173";"Zacpał";"SSAK";"18866133"
"2026-01-02";"R3";"174";"nynu";"ŁAPACZ MYŚLI";"18653766"
"2026-01-02";"R3";"175";"Björn Ironside";"SSAK";"18427339"
"2026-01-02";"R3";"176";"Jurii";"KULTYSTA";"17906588"
"2026-01-02";"R3";"177";"MrCienki";"POTĘPIONY";"17122224"
"2026-01-02";"R3";"178";"akinoM";"POTĘPIONY";"15561084"
"2026-01-02";"R3";"179";"Andzia";"KULTYSTA";"15301618"
"2026-01-02";"R3";"180";"daemon II";"ŁAPACZ MYŚLI";"15119120"
"2026-01-02";"R3";"181";"FaSiU";"ŁAPACZ MYŚLI";"14796748"
"2026-01-02";"R3";"182";"HubaR10";"SSAK";"14287466"
"2026-01-02";"R3";"183";"kanclerz";"POTĘPIONY";"14272574"
"2026-01-02";"R3";"184";"Corvinus";"ŁAPACZ MYŚLI";"14111254"
"2026-01-02";"R3";"185";"S C Y N T H I A";"ŁAPACZ MYŚLI";"14031295"
"2026-01-02";"R3";"186";"kontek";"SSAK";"13880500"
"2026-01-02";"R3";"187";"silvestro";"SSAK";"11707442"
"2026-01-02";"R3";"188";"Pawcio";"WŁADCA ZWIERZĄT";"11635309"
"2026-01-02";"R3";"189";"Oxford";"SSAK";"11380586"
"2026-01-02";"R3";"190";"Suchy";"ŁAPACZ MYŚLI";"11219200"
"2026-01-02";"R3";"191";"Rio67";"POTĘPIONY";"11092939"
"2026-01-02";"R3";"192";"Nefth";"ŁAPACZ MYŚLI";"11064770"
"2026-01-02";"R3";"193";"Bemo";"ŁAPACZ MYŚLI";"10642504"
"2026-01-02";"R3";"194";"oldavir_SokołyNT";"ŁAPACZ MYŚLI";"10591954"
"2026-01-02";"R3";"195";"C O R I N T H I A";"ŁAPACZ MYŚLI";"10465743"
"2026-01-02";"R3";"196";"Rash";"POTĘPIONY";"9553668"
"2026-01-02";"R3";"197";"Iker";"WŁADCA ZWIERZĄT";"9480395"
"2026-01-02";"R3";"198";"daemon";"SSAK";"9212418"
"2026-01-02";"R3";"199";"Archangel";"ŁAPACZ MYŚLI";"8918968"
"2026-01-02";"R3";"200";"Bellator";"SSAK";"8744124"
"2026-01-02";"R7";"1";"PornStar";"ŁAPACZ MYŚLI";"217916902"
"2026-01-02";"R7";"2";"Cohoru";"ŁAPACZ MYŚLI";"215218220"
"2026-01-02";"R7";"3";"Anubis";"ŁAPACZ MYŚLI";"214168832"
"2026-01-02";"R7";"4";"Lilo";"ŁAPACZ MYŚLI";"213626193"
"2026-01-02";"R7";"5";"szmycio";"ŁAPACZ MYŚLI";"211262306"
"2026-01-02";"R7";"6";"Pabalo666";"ŁAPACZ MYŚLI";"211214049"
"2026-01-02";"R7";"7";"Faraon0";"ŁAPACZ MYŚLI";"208331868"
"2026-01-02";"R7";"8";"DeStRukToRkA";"ŁAPACZ MYŚLI";"207498472"
"2026-01-02";"R7";"9";"salsoholik";"ŁAPACZ MYŚLI";"205665999"
"2026-01-02";"R7";"10";"Vadlez";"ŁAPACZ MYŚLI";"204158455"
"2026-01-02";"R7";"11";"WENECJANIN";"ŁAPACZ MYŚLI";"202028700"
"2026-01-02";"R7";"12";"DeviL";"ŁAPACZ MYŚLI";"200800513"
"2026-01-02";"R7";"13";"Damed";"ŁAPACZ MYŚLI";"197386754"
"2026-01-02";"R7";"14";"Rasta";"ŁAPACZ MYŚLI";"195101822"
"2026-01-02";"R7";"15";"Dizzy";"ŁAPACZ MYŚLI";"189625887"
"2026-01-02";"R7";"16";"jarijari";"ŁAPACZ MYŚLI";"188143927"
"2026-01-02";"R7";"17";"STRobal";"ŁAPACZ MYŚLI";"186840142"
"2026-01-02";"R7";"18";"jaszczurski";"ŁAPACZ MYŚLI";"184833161"
"2026-01-02";"R7";"19";"The_Grim_Reaper";"ŁAPACZ MYŚLI";"184655377"
"2026-01-02";"R7";"20";"Sztywny Misza";"ŁAPACZ MYŚLI";"184605289"
"2026-01-02";"R7";"21";"materia";"ŁAPACZ MYŚLI";"184421545"
"2026-01-02";"R7";"22";"Błajo";"ŁAPACZ MYŚLI";"184212420"
"2026-01-02";"R7";"23";"Smalec";"SSAK";"184127549"
"2026-01-02";"R7";"24";"Rey Mysterio";"ŁAPACZ MYŚLI";"181582790"
"2026-01-02";"R7";"25";"Gall_AnoniM";"ŁAPACZ MYŚLI";"179018587"
"2026-01-02";"R7";"26";"SoQ";"ŁAPACZ MYŚLI";"177879490"
"2026-01-02";"R7";"27";"KRUKUS";"ŁAPACZ MYŚLI";"177264936"
"2026-01-02";"R7";"28";"Smirnoffia81";"ŁAPACZ MYŚLI";"176145548"
"2026-01-02";"R7";"29";"Kapitan Kox";"ŁAPACZ MYŚLI";"175766950"
"2026-01-02";"R7";"30";"ᚦᛜᛖᛧᚢᛟᛠᚺᛜᚱ";"ŁAPACZ MYŚLI";"174776835"
"2026-01-02";"R7";"31";"Phaed";"ŁAPACZ MYŚLI";"172885246"
"2026-01-02";"R7";"32";"DARMEN";"ŁAPACZ MYŚLI";"172509348"
"2026-01-02";"R7";"33";"OMEGA DOOM";"ŁAPACZ MYŚLI";"171446643"
"2026-01-02";"R7";"34";"Cathbad";"WŁADCA ZWIERZĄT";"167764522"
"2026-01-02";"R7";"35";"wampirek";"ŁAPACZ MYŚLI";"165054311"
"2026-01-02";"R7";"36";"Lancelot";"ŁAPACZ MYŚLI";"164355317"
"2026-01-02";"R7";"37";"konieczkoo";"ŁAPACZ MYŚLI";"162228146"
"2026-01-02";"R7";"38";"DziQ";"ŁAPACZ MYŚLI";"162217046"
"2026-01-02";"R7";"39";"geminix";"ŁAPACZ MYŚLI";"160588363"
"2026-01-02";"R7";"40";"Smal3c";"ŁAPACZ MYŚLI";"157477602"
"2026-01-02";"R7";"41";"Muad";"ŁAPACZ MYŚLI";"154841423"
"2026-01-02";"R7";"42";"kogucik821";"ŁAPACZ MYŚLI";"152788948"
"2026-01-02";"R7";"43";"STR0bal";"ŁAPACZ MYŚLI";"149472306"
"2026-01-02";"R7";"44";"Goku";"ŁAPACZ MYŚLI";"149160262"
"2026-01-02";"R7";"45";"Aria0";"ŁAPACZ MYŚLI";"148756300"
"2026-01-02";"R7";"46";"steryd2000";"SSAK";"145781557"
"2026-01-02";"R7";"47";"drooopcia";"KULTYSTA";"142018496"
"2026-01-02";"R7";"48";"Scynaide";"ŁAPACZ MYŚLI";"140107439"
"2026-01-02";"R7";"49";"Kragg";"ŁAPACZ MYŚLI";"138894284"
"2026-01-02";"R7";"50";"Marcin37";"ŁAPACZ MYŚLI";"138819883"
"2026-01-02";"R7";"51";"kauki";"KULTYSTA";"134398581"
"2026-01-02";"R7";"52";"Valandil";"WŁADCA ZWIERZĄT";"134011645"
"2026-01-02";"R7";"53";"TERRAMOTO";"ŁAPACZ MYŚLI";"133209967"
"2026-01-02";"R7";"54";"Kenpachi_Z";"ŁAPACZ MYŚLI";"132296844"
"2026-01-02";"R7";"55";"Smoker997";"ŁAPACZ MYŚLI";"132000412"
"2026-01-02";"R7";"56";"koper";"POTĘPIONY";"128195349"
"2026-01-02";"R7";"57";"bel";"SSAK";"126973103"
"2026-01-02";"R7";"58";"snufkin";"SSAK";"123556356"
"2026-01-02";"R7";"59";"chmiel1983";"SSAK";"122023883"
"2026-01-02";"R7";"60";"SOLON";"SSAK";"120451176"
"2026-01-02";"R7";"61";"W H I S P Σ R Σ R";"KULTYSTA";"120388148"
"2026-01-02";"R7";"62";"euroo";"ŁAPACZ MYŚLI";"119786590"
"2026-01-02";"R7";"63";"Akino";"SSAK";"118959400"
"2026-01-02";"R7";"64";"slugabaala";"KULTYSTA";"116388770"
"2026-01-02";"R7";"65";"xj220";"ŁAPACZ MYŚLI";"115644865"
"2026-01-02";"R7";"66";"CzopekORG";"ŁAPACZ MYŚLI";"115216359"
"2026-01-02";"R7";"67";"Altair";"ŁAPACZ MYŚLI";"113900931"
"2026-01-02";"R7";"68";"Arshem";"WŁADCA ZWIERZĄT";"110079557"
"2026-01-02";"R7";"69";"Inkwizytor";"SSAK";"107178784"
"2026-01-02";"R7";"70";"matios";"SSAK";"106266738"
"2026-01-02";"R7";"71";"Viner";"ŁAPACZ MYŚLI";"106237011"
"2026-01-02";"R7";"72";"Satsuka";"SSAK";"105976968"
"2026-01-02";"R7";"73";"Raguel";"SSAK";"105889682"
"2026-01-02";"R7";"74";"Kartofkanka";"ŁAPACZ MYŚLI";"105682957"
"2026-01-02";"R7";"75";"Mieciu";"ŁAPACZ MYŚLI";"103589957"
"2026-01-02";"R7";"76";"Ciasteczkowy Potwór";"ŁAPACZ MYŚLI";"103219316"
"2026-01-02";"R7";"77";"Mikox";"ŁAPACZ MYŚLI";"102032547"
"2026-01-02";"R7";"78";"Midian";"SSAK";"101794303"
"2026-01-02";"R7";"79";"Underoath";"POTĘPIONY";"100630760"
"2026-01-02";"R7";"80";"Seyblor";"WŁADCA ZWIERZĄT";"98708815"
"2026-01-02";"R7";"81";"Spartakus";"SSAK";"97672477"
"2026-01-02";"R7";"82";"Kozak";"ŁAPACZ MYŚLI";"97662882"
"2026-01-02";"R7";"83";"Szakal";"SSAK";"96805105"
"2026-01-02";"R7";"84";"kukula";"SSAK";"96127240"
"2026-01-02";"R7";"85";"NEW0";"ŁAPACZ MYŚLI";"93162809"
"2026-01-02";"R7";"86";"Quba";"SSAK";"91849956"
"2026-01-02";"R7";"87";"Cath";"SSAK";"90253237"
"2026-01-02";"R7";"88";"uriel5";"ŁAPACZ MYŚLI";"90193214"
"2026-01-02";"R7";"89";"zybi";"SSAK";"89933319"
"2026-01-02";"R7";"90";"War_Machine";"WŁADCA ZWIERZĄT";"85506372"
"2026-01-02";"R7";"91";"Gohan";"ŁAPACZ MYŚLI";"84281790"
"2026-01-02";"R7";"92";"jan_krusz";"ŁAPACZ MYŚLI";"80112110"
"2026-01-02";"R7";"93";"mosquito";"ŁAPACZ MYŚLI";"78709292"
"2026-01-02";"R7";"94";"Resurrected";"SSAK";"78538631"
"2026-01-02";"R7";"95";"JedzBudyn";"ŁAPACZ MYŚLI";"77363980"
"2026-01-02";"R7";"96";"Joscelin";"POTĘPIONY";"77209366"
"2026-01-02";"R7";"97";"baznik";"ŁAPACZ MYŚLI";"77172814"
"2026-01-02";"R7";"98";"Canis Majoris";"KULTYSTA";"72414921"
